wiki,name,pref,latitude,longitude
http://ja.wikipedia.org/wiki/%E5%A4%A7%E6%B2%B3%E6%B4%A5%E5%88%86%E6%B0%B4,大河津分水,新潟県,37.610346,138.841505
http://ja.wikipedia.org/w/index.php?title=%E6%9D%91%E6%9D%BE%E5%85%AC%E5%9C%92&action=edit&redlink=1,村松公園,新潟県,37.693661,139.189383
http://ja.wikipedia.org/wiki/%E9%AB%98%E7%94%B0%E5%85%AC%E5%9C%92_%28%E4%B8%8A%E8%B6%8A%E5%B8%82%29,高田公園,新潟県,37.109634,138.256672
http://ja.wikipedia.org/wiki/%E6%9D%BE%E5%B7%9D%E5%85%AC%E5%9C%92,松川公園,富山県,36.69493,137.213416
http://ja.wikipedia.org/wiki/%E9%AB%98%E5%B2%A1%E5%8F%A4%E5%9F%8E%E5%85%AC%E5%9C%92,高岡城,富山県,36.749167,137.020556
http://ja.wikipedia.org/wiki/%E5%85%BC%E5%85%AD%E5%9C%92,兼六園,石川県,36.562139,136.6625
http://ja.wikipedia.org/wiki/%E8%B6%B3%E7%BE%BD%E5%B7%9D%E6%A1%9C%E4%B8%A6%E6%9C%A8,足羽川・足羽山公園,福井県,36.063728,136.21875
http://ja.wikipedia.org/wiki/%E4%B8%B8%E5%B2%A1%E5%9F%8E,霞ヶ城公園（坂井）,福井県,36.152422,136.272144
http://ja.wikipedia.org/wiki/%E5%A4%A7%E6%B3%95%E5%B8%AB%E5%85%AC%E5%9C%92,大法師公園,山梨県,35.545833,138.455556
http://ja.wikipedia.org/wiki/%E8%87%A5%E7%AB%9C%E5%85%AC%E5%9C%92,臥竜公園,長野県,36.64624,138.312522
http://ja.wikipedia.org/wiki/%E5%B0%8F%E8%AB%B8%E5%9F%8E,小諸城,長野県,36.327336,138.417247
http://ja.wikipedia.org/wiki/%E9%AB%98%E9%81%A0%E5%9F%8E%E5%9D%80%E5%85%AC%E5%9C%92,高遠城址公園,長野県,35.833836,138.0621
http://ja.wikipedia.org/wiki/%E7%99%BE%E5%8D%81%E9%83%8E%E6%A1%9C,新境川・百十郎桜,岐阜県,35.398869,136.848264
http://ja.wikipedia.org/wiki/%E6%A0%B9%E5%B0%BE%E8%B0%B7%E3%83%BB%E6%B7%A1%E5%A2%A8%E5%85%AC%E5%9C%92,根尾谷・淡墨公園,岐阜県,35.63223,136.608828
http://ja.wikipedia.org/wiki/%E9%9C%9E%E9%96%93%E3%83%B6%E6%B8%93,霞間ヶ渓,岐阜県,35.430321,136.547951
http://ja.wikipedia.org/w/index.php?title=%E3%81%95%E3%81%8F%E3%82%89%E3%81%AE%E9%87%8C&action=edit&redlink=1,さくらの里,静岡県,34.90728,139.090817
http://ja.wikipedia.org/wiki/%E5%86%A8%E5%A3%AB%E9%9C%8A%E5%9C%92,冨士霊園,静岡県,35.367578,138.908551
http://ja.wikipedia.org/wiki/%E5%B1%B1%E5%B4%8E%E5%B7%9D%E5%9B%9B%E5%AD%A3%E3%81%AE%E9%81%93,山崎川四季の道,愛知県,35.132663,136.942563
http://ja.wikipedia.org/wiki/%E9%B6%B4%E8%88%9E%E5%85%AC%E5%9C%92,鶴舞公園,愛知県,35.155667,136.918472
http://ja.wikipedia.org/wiki/%E5%B2%A1%E5%B4%8E%E5%85%AC%E5%9C%92_%28%E5%B2%A1%E5%B4%8E%E5%B8%82%29,岡崎公園,愛知県,34.956295,137.158792
http://ja.wikipedia.org/wiki/%E4%BA%94%E6%9D%A1%E5%B7%9D,五条川,愛知県,35.279939,136.877088
http://ja.wikipedia.org/w/index.php?title=%E4%B8%89%E5%A4%9A%E6%B0%97&action=edit&redlink=1,三多気,三重県,34.517509,136.222028
http://ja.wikipedia.org/w/index.php?title=%E5%AE%AE%E5%B7%9D%E5%A0%A4&action=edit&redlink=1,宮川堤,三重県,34.49264,136.685996
http://ja.wikipedia.org/w/index.php?title=%E8%B1%8A%E5%85%AC%E5%9C%92&action=edit&redlink=1,豊公園,滋賀県,35.375023,136.260596
http://ja.wikipedia.org/wiki/%E6%B5%B7%E6%B4%A5%E5%A4%A7%E5%B4%8E,海津大崎,滋賀県,35.449653,136.087613
http://ja.wikipedia.org/wiki/%E5%B5%90%E5%B1%B1,嵐山,京都府,35.010324,135.681587
http://ja.wikipedia.org/wiki/%E4%BB%81%E5%92%8C%E5%AF%BA,御室桜,京都府,35.030653,135.714842
http://ja.wikipedia.org/wiki/%E9%86%8D%E9%86%90%E5%AF%BA,醍醐寺,京都府,34.951024,135.819563
http://ja.wikipedia.org/w/index.php?title=%E7%AC%A0%E7%BD%AE%E5%B1%B1%E8%87%AA%E7%84%B6%E5%85%AC%E5%9C%92&action=edit&redlink=1,笠置山自然公園,京都府,34.754364,135.941502
http://ja.wikipedia.org/wiki/%E9%80%A0%E5%B9%A3%E5%B1%80_%28%E6%97%A5%E6%9C%AC%29,造幣局,大阪府,34.69668,135.521055
http://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%9F%8E%E5%85%AC%E5%9C%92,大阪城公園,大阪府,34.685612,135.528591
http://ja.wikipedia.org/wiki/%E4%B8%87%E5%8D%9A%E8%A8%98%E5%BF%B5%E5%85%AC%E5%9C%92,万博記念公園,大阪府,34.806758,135.530147
http://ja.wikipedia.org/wiki/%E5%A7%AB%E8%B7%AF%E5%9F%8E,姫路城,兵庫県,34.839366,134.694024
http://ja.wikipedia.org/wiki/%E6%98%8E%E7%9F%B3%E5%85%AC%E5%9C%92,明石公園,兵庫県,34.650545,134.992143
http://ja.wikipedia.org/wiki/%E5%A4%99%E5%B7%9D%E5%85%AC%E5%9C%92,夙川公園・夙川河川敷緑地,兵庫県,34.643107,134.997179
http://ja.wikipedia.org/wiki/%E5%A5%88%E8%89%AF%E5%85%AC%E5%9C%92,奈良公園,奈良県,34.681418,135.837659
http://ja.wikipedia.org/wiki/%E9%83%A1%E5%B1%B1%E5%9F%8E_%28%E5%A4%A7%E5%92%8C%E5%9B%BD%29,郡山城,奈良県,34.502369,135.623269
http://ja.wikipedia.org/wiki/%E5%90%89%E9%87%8E%E5%B1%B1,吉野山,奈良県,34.372696,135.855461
http://ja.wikipedia.org/wiki/%E7%B4%80%E4%B8%89%E4%BA%95%E5%AF%BA,紀三井寺,和歌山県,34.188209,135.187616
http://ja.wikipedia.org/wiki/%E6%A0%B9%E6%9D%A5%E5%AF%BA,根来寺,和歌山県,34.28715,135.316658
http://ja.wikipedia.org/wiki/%E4%B8%83%E5%B7%9D%E3%83%80%E3%83%A0,七川ダム湖畔,和歌山県,33.595974,135.69743
http://ja.wikipedia.org/wiki/%E4%B9%85%E6%9D%BE%E5%85%AC%E5%9C%92,久松公園,鳥取県,35.51,134.24
http://ja.wikipedia.org/wiki/%E6%89%93%E5%90%B9%E5%85%AC%E5%9C%92,打吹公園,鳥取県,35.430996,133.821839
http://ja.wikipedia.org/wiki/%E6%9D%BE%E6%B1%9F%E5%9F%8E,松江城,島根県,35.475067,133.050725
http://ja.wikipedia.org/wiki/%E6%96%90%E4%BC%8A%E5%B7%9D%E5%A0%A4%E9%98%B2%E6%A1%9C%E4%B8%A6%E6%9C%A8,斐伊川堤防桜並木,島根県,35.290828,132.898267
http://ja.wikipedia.org/wiki/%E6%B4%A5%E5%B1%B1%E5%9F%8E,津山城,岡山県,35.062588,134.001724
http://ja.wikipedia.org/wiki/%E5%8D%83%E5%85%89%E5%AF%BA%E5%85%AC%E5%9C%92,千光寺公園,広島県,34.411598,133.19562
http://ja.wikipedia.org/wiki/%E5%BA%84%E5%8E%9F%E4%B8%8A%E9%87%8E%E5%85%AC%E5%9C%92,庄原上野公園,広島県,34.857943,133.023002
http://ja.wikipedia.org/wiki/%E5%B8%B8%E7%9B%A4%E5%85%AC%E5%9C%92,ときわ公園,山口県,33.945789,131.283112
http://ja.wikipedia.org/wiki/%E9%8C%A6%E5%B8%AF%E6%A9%8B,吉香公園・錦帯橋,山口県,34.167596,132.178411
http://ja.wikipedia.org/wiki/%E8%A5%BF%E9%83%A8%E5%85%AC%E5%9C%92,西部公園,徳島県,34.068828,134.514692
http://ja.wikipedia.org/wiki/%E7%90%B4%E5%BC%BE%E5%85%AC%E5%9C%92,琴弾公園,香川県,34.13356,133.642226
http://ja.wikipedia.org/wiki/%E5%9F%8E%E5%B1%B1%E5%85%AC%E5%9C%92_%28%E6%9D%BE%E5%B1%B1%E5%B8%82%29,城山公園,愛媛県,33.844752,132.765373
http://ja.wikipedia.org/w/index.php?title=%E9%8F%A1%E9%87%8E%E5%85%AC%E5%9C%92&action=edit&redlink=1,鏡野公園,高知県,33.618745,133.719057
http://ja.wikipedia.org/w/index.php?title=%E7%89%A7%E9%87%8E%E5%85%AC%E5%9C%92&action=edit&redlink=1,牧野公園,高知県,33.5,133.28
http://ja.wikipedia.org/wiki/%E8%A5%BF%E5%85%AC%E5%9C%92_%28%E7%A6%8F%E5%B2%A1%E5%B8%82%29,西公園,福岡県,33.59534,130.377131
http://ja.wikipedia.org/w/index.php?title=%E5%B0%8F%E5%9F%8E%E5%85%AC%E5%9C%92&action=edit&redlink=1,小城公園,佐賀県,33.289149,130.196684
http://ja.wikipedia.org/wiki/%E5%A4%A7%E6%9D%91%E5%85%AC%E5%9C%92,大村公園,長崎県,32.89765,129.956682
http://ja.wikipedia.org/wiki/%E7%86%8A%E6%9C%AC%E5%9F%8E,熊本城,熊本県,32.806032,130.705765
http://ja.wikipedia.org/w/index.php?title=%E6%B0%B4%E4%BF%A3%E5%B8%82%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%B3&action=edit&redlink=1,水俣市チェリーライン,熊本県,32.23252,130.415521
http://ja.wikipedia.org/w/index.php?title=%E5%B8%82%E6%88%BF%E3%83%80%E3%83%A0&action=edit&redlink=1,市房ダム湖畔,熊本県,32.320048,131.030546
http://ja.wikipedia.org/wiki/%E5%B2%A1%E5%9F%8E_%28%E8%B1%8A%E5%BE%8C%E5%9B%BD%29,岡城公園,大分県,32.966182,131.402413
http://ja.wikipedia.org/w/index.php?title=%E6%AF%8D%E6%99%BA%E4%B8%98%E9%96%A2%E4%B9%8B%E5%B0%BE%E5%85%AC%E5%9C%92&action=edit&redlink=1,母智丘関之尾公園,宮崎県,31.762149,130.986112
http://ja.wikipedia.org/w/index.php?title=%E5%BF%A0%E5%85%83%E5%85%AC%E5%9C%92&action=edit&redlink=1,忠元公園,鹿児島県,32.048679,130.615054
http://ja.wikipedia.org/wiki/%E5%90%8D%E8%AD%B7%E5%9F%8E,名護城公園,沖縄県,26.590654,127.995513
